"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","task","response_type","key_press","avg_frame_time","center_x","center_y","color","text","is_congruent","duration","correct_response","is_correct"
"1964","<p style=""font:bold 20pt Arial"">Welcome to Interactive Stroop Test with SOA -- 2 Colors.</p>
      <p style=""margin:50px"">Press any key to begin.</p>","j","html-keyboard-response","0","1966","0.0-0.0","","","","","","","","","","","",""
"25860","
		<div style=""width:800px"">
			<p>You will see text in 2 colors which are individually assigned to a key.</p>
			<ul style=""list-style-type:none"">
			  <li style=""color:Blue"">Blue - key F</li><li style=""color:Red"">Red - key J</li>
			</ul>
			<p>Your task is to press the key as soon as possible when you see a color.</p>
			<p>For example, you should press F key when seeing a word in color <span style=""color:Blue"">Blue</span>, even if the word is <span style=""color:Blue"">Red</span>.</p>
			<p>The experiment will start with a practice for you to be familiar with the task.</p>
			<p>Then a test will start.</p>
			</p></p>	  
			<p>Press any key to begin the practice.</p>
		</div>
      ","f","html-keyboard-response","1","27828","0.0-1.0","","","","","","","","","","","",""
"2536","
  	<div style=""width:800px"">
  		<p>The test will start. Remember to press the key according to the color rather than the word.</p>
  		<p>You can press S if you do not catch the blink color.</p>
  		<p>Press any key to begin.</p>
  	</div>
"510","","f","psychophysics","46","59823","0.0-3.0-1.14","response","key","f","16.685387096774292","500","400","Blue","Red","false","100","F","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","47","60326","0.0-3.0-2.14","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","48","60835","0.0-3.0-0.15","fixation","","","","","","","","","","",""
"358","","f","psychophysics","49","61705","0.0-3.0-1.15","response","key","f","16.681000000000164","500","400","Blue","Red","false","100","F","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","50","62217","0.0-3.0-2.15","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","51","62730","0.0-3.0-0.16","fixation","","","","","","","","","","",""
"240","","f","psychophysics","52","63484","0.0-3.0-1.16","response","key","f","16.682857142856978","500","400","Red","Blue","false","25","J","false"
"null","<p style=""font-size:60pt"">Wrong</p>","null","html-keyboard-response","53","63998","0.0-3.0-2.16","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","54","64510","0.0-3.0-0.17","fixation","","","","","","","","","","",""
"372","","f","psychophysics","55","65394","0.0-3.0-1.17","response","key","f","16.68759090909126","500","400","Blue","Blue","true","250","F","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","56","65907","0.0-3.0-2.17","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","57","66423","0.0-3.0-0.18","fixation","","","","","","","","","","",""
"409","","j","psychophysics","58","67350","0.0-3.0-1.18","response","key","j","16.667480000000214","500","400","Red","Blue","false","250","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","59","67857","0.0-3.0-2.18","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","60","68366","0.0-3.0-0.19","fixation","","","","","","","","","","",""
"454","","f","psychophysics","61","69339","0.0-3.0-1.19","response","key","f","16.677148148147992","500","400","Blue","Red","false","25","F","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","62","69851","0.0-3.0-2.19","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","63","70363","0.0-3.0-0.20","fixation","","","","","","","","","","",""
"577","","j","psychophysics","64","71479","0.0-3.0-1.20","response","key","j","16.68555882352923","500","400","Red","Blue","false","0","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","65","71982","0.0-3.0-2.20","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","66","72496","0.0-3.0-0.21","fixation","","","","","","","","","","",""
"563","","j","psychophysics","67","73570","0.0-3.0-1.21","response","key","j","16.687735294117267","500","400","Red","Blue","false","25","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","68","74085","0.0-3.0-2.21","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","69","74600","0.0-3.0-0.22","fixation","","","","","","","","","","",""
"492","","f","psychophysics","70","75605","0.0-3.0-1.22","response","key","f","16.68403333333311","500","400","Blue","Blue","true","250","F","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","71","76117","0.0-3.0-2.22","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","72","76629","0.0-3.0-0.23","fixation","","","","","","","","","","",""
"499","","f","psychophysics","73","77641","0.0-3.0-1.23","response","key","f","16.6875","500","400","Blue","Red","false","0","F","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","74","78148","0.0-3.0-2.23","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","75","78659","0.0-3.0-0.24","fixation","","","","","","","","","","",""
"387","","f","psychophysics","76","79562","0.0-3.0-1.24","response","key","f","16.681913043477994","500","400","Blue","Red","false","100","F","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","77","80066","0.0-3.0-2.24","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","78","80577","0.0-3.0-0.25","fixation","","","","","","","","","","",""
"377","","j","psychophysics","79","81472","0.0-3.0-1.25","response","key","j","16.682772727273086","500","400","Red","Red","true","100","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","80","81979","0.0-3.0-2.25","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","81","82489","0.0-3.0-0.26","fixation","","","","","","","","","","",""
"368","","j","psychophysics","82","83372","0.0-3.0-1.26","response","key","j","16.676818181818156","500","400","Red","Blue","false","0","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","83","83883","0.0-3.0-2.26","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","84","84390","0.0-3.0-0.27","fixation","","","","","","","","","","",""
"376","","f","psychophysics","85","85284","0.0-3.0-1.27","response","key","f","16.6828260869566","500","400","Blue","Blue","true","250","F","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","86","85787","0.0-3.0-2.27","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","87","86298","0.0-3.0-0.28","fixation","","","","","","","","","","",""
"332","","f","psychophysics","88","87147","0.0-3.0-1.28","response","key","f","16.680849999999918","500","400","Blue","Blue","true","25","F","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","89","87657","0.0-3.0-2.28","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","90","88165","0.0-3.0-0.29","fixation","","","","","","","","","","",""
"402","","j","psychophysics","91","89085","0.0-3.0-1.29","response","key","j","16.681416666666337","500","400","Blue","Red","false","250","F","false"
"null","<p style=""font-size:60pt"">Wrong</p>","null","html-keyboard-response","92","89589","0.0-3.0-2.29","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","93","90102","0.0-3.0-0.30","fixation","","","","","","","","","","",""
"450","","f","psychophysics","94","91069","0.0-3.0-1.30","response","key","f","16.686888888888966","500","400","Blue","Red","false","100","F","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","95","91586","0.0-3.0-2.30","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","96","92093","0.0-3.0-0.31","fixation","","","","","","","","","","",""
"445","","j","psychophysics","97","93054","0.0-3.0-1.31","response","key","j","16.685259259259542","500","400","Red","Blue","false","25","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","98","93570","0.0-3.0-2.31","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","99","94081","0.0-3.0-0.32","fixation","","","","","","","","","","",""
"365","","f","psychophysics","100","94973","0.0-3.0-1.32","response","key","f","16.684217391304706","500","400","Red","Red","true","250","J","false"
"null","<p style=""font-size:60pt"">Wrong</p>","null","html-keyboard-response","101","95490","0.0-3.0-2.32","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","102","95996","0.0-3.0-0.33","fixation","","","","","","","","","","",""
"341","","j","psychophysics","103","96849","0.0-3.0-1.33","response","key","j","16.69004999999961","500","400","Red","Red","true","0","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","104","97365","0.0-3.0-2.33","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","105","97878","0.0-3.0-0.34","fixation","","","","","","","","","","",""
"425","","j","psychophysics","106","98819","0.0-3.0-1.34","response","key","j","16.686080000000075","500","400","Red","Blue","false","250","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","107","99330","0.0-3.0-2.34","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","108","99842","0.0-3.0-0.35","fixation","","","","","","","","","","",""
"351","","f","psychophysics","109","100707","0.0-3.0-1.35","response","key","f","16.680333333333174","500","400","Blue","Blue","true","100","F","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","110","101213","0.0-3.0-2.35","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","111","101725","0.0-3.0-0.36","fixation","","","","","","","","","","",""
"425","","j","psychophysics","112","102665","0.0-3.0-1.36","response","key","j","16.682000000000137","500","400","Red","Red","true","250","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","113","103176","0.0-3.0-2.36","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","114","103685","0.0-3.0-0.37","fixation","","","","","","","","","","",""
"550","","f","psychophysics","115","104757","0.0-3.0-1.37","response","key","f","16.68121212121244","500","400","Blue","Blue","true","0","F","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","116","105268","0.0-3.0-2.37","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","117","105795","0.0-3.0-0.38","fixation","","","","","","","","","","",""
"375","","j","psychophysics","118","106687","0.0-3.0-1.38","response","key","j","16.690347826086825","500","400","Red","Red","true","100","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","119","107193","0.0-3.0-2.38","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","120","107699","0.0-3.0-0.39","fixation","","","","","","","","","","",""
"361","","j","psychophysics","121","108578","0.0-3.0-1.39","response","key","j","16.671909090908727","500","400","Red","Red","true","25","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","122","109090","0.0-3.0-2.39","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","123","109605","0.0-3.0-0.40","fixation","","","","","","","","","","",""
"393","","j","psychophysics","124","110518","0.0-3.0-1.40","response","key","j","16.68373913043457","500","400","Red","Blue","false","0","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","125","111036","0.0-3.0-2.40","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","126","111545","0.0-3.0-0.41","fixation","","","","","","","","","","",""
"373","","j","psychophysics","127","112441","0.0-3.0-1.41","response","key","j","16.68595454545456","500","400","Red","Red","true","25","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","128","112949","0.0-3.0-2.41","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","129","113459","0.0-3.0-0.42","fixation","","","","","","","","","","",""
"389","","f","psychophysics","130","114370","0.0-3.0-1.42","response","key","f","16.676739130434886","500","400","Blue","Blue","true","0","F","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","131","114876","0.0-3.0-2.42","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","132","115387","0.0-3.0-0.43","fixation","","","","","","","","","","",""
"337","","j","psychophysics","133","116247","0.0-3.0-1.43","response","key","j","16.688550000000397","500","400","Red","Blue","false","0","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","134","116754","0.0-3.0-2.43","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","135","117265","0.0-3.0-0.44","fixation","","","","","","","","","","",""
"408","","f","psychophysics","136","118188","0.0-3.0-1.44","response","key","f","16.680125000000164","500","400","Red","Red","true","0","J","false"
"null","<p style=""font-size:60pt"">Wrong</p>","null","html-keyboard-response","137","118705","0.0-3.0-2.44","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","138","119215","0.0-3.0-0.45","fixation","","","","","","","","","","",""
"405","","f","psychophysics","139","120138","0.0-3.0-1.45","response","key","f","16.67733333333369","500","400","Blue","Blue","true","250","F","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","140","120653","0.0-3.0-2.45","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","141","121165","0.0-3.0-0.46","fixation","","","","","","","","","","",""
"431","","j","psychophysics","142","122120","0.0-3.0-1.46","response","key","j","16.67569230769228","500","400","Red","Red","true","0","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","143","122637","0.0-3.0-2.46","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","144","123149","0.0-3.0-0.47","fixation","","","","","","","","","","",""
"403","","f","psychophysics","145","124076","0.0-3.0-1.47","response","key","f","16.686333333333096","500","400","Blue","Red","false","100","F","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","146","124584","0.0-3.0-2.47","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","147","125095","0.0-3.0-0.48","fixation","","","","","","","","","","",""
"408","","j","psychophysics","148","126042","0.0-3.0-1.48","response","key","j","16.683040000000037","500","400","Red","Red","true","0","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","149","126553","0.0-3.0-2.48","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","150","127061","0.0-3.0-0.49","fixation","","","","","","","","","","",""
"455","","f","psychophysics","151","128029","0.0-3.0-1.49","response","key","f","16.68659259259261","500","400","Blue","Red","false","100","F","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","152","128535","0.0-3.0-2.49","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","153","129046","0.0-3.0-0.50","fixation","","","","","","","","","","",""
"386","","j","psychophysics","154","129947","0.0-3.0-1.50","response","key","j","16.69165217391286","500","400","Blue","Red","false","250","F","false"
"null","<p style=""font-size:60pt"">Wrong</p>","null","html-keyboard-response","155","130450","0.0-3.0-2.50","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","156","130959","0.0-3.0-0.51","fixation","","","","","","","","","","",""
"342","","f","psychophysics","157","131823","0.0-3.0-1.51","response","key","f","16.676399999999557","500","400","Blue","Blue","true","100","F","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","158","132325","0.0-3.0-2.51","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","159","132840","0.0-3.0-0.52","fixation","","","","","","","","","","",""
"408","","j","psychophysics","160","133762","0.0-3.0-1.52","response","key","j","16.68691666666685","500","400","Red","Blue","false","250","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","161","134268","0.0-3.0-2.52","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","162","134775","0.0-3.0-0.53","fixation","","","","","","","","","","",""
"486","","j","psychophysics","163","135773","0.0-3.0-1.53","response","key","j","16.677896551723624","500","400","Red","Blue","false","25","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","164","136289","0.0-3.0-2.53","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","165","136799","0.0-3.0-0.54","fixation","","","","","","","","","","",""
"325","","j","psychophysics","166","137636","0.0-3.0-1.54","response","key","j","16.67973684210416","500","400","Red","Blue","false","0","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","167","138149","0.0-3.0-2.54","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","168","138661","0.0-3.0-0.55","fixation","","","","","","","","","","",""
"492","","f","psychophysics","169","139664","0.0-3.0-1.55","response","key","f","16.684103448275106","500","400","Blue","Blue","true","25","F","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","170","140167","0.0-3.0-2.55","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","171","140676","0.0-3.0-0.56","fixation","","","","","","","","","","",""
"534","","j","psychophysics","172","141728","0.0-3.0-1.56","response","key","j","16.68646875000013","500","400","Red","Red","true","100","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","173","142233","0.0-3.0-2.56","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","174","142741","0.0-3.0-0.57","fixation","","","","","","","","","","",""
"797","","j","psychophysics","175","144059","0.0-3.0-1.57","response","key","j","16.681083333333543","500","400","Red","Blue","false","0","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","176","144569","0.0-3.0-2.57","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","177","145079","0.0-3.0-0.58","fixation","","","","","","","","","","",""
"847","","j","psychophysics","178","146441","0.0-3.0-1.58","response","key","j","16.68195999999996","500","400","Red","Blue","false","100","J","true"
"null","<p style=""font-size:60pt"">Correct</p>","null","html-keyboard-response","179","146954","0.0-3.0-2.58","","","","","","","","","","","",""
