width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,task,response_type,key_press,avg_frame_time,center_x,center_y,color,text,is_congruent,duration,is_soa,correct_response,is_correct,reaction_time
,,,,,,,,,,,html-keyboard-response,122,206788,0.0-6.0-0.23,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,123,208612,0.0-6.0-1.23,1320,,r,response,key,r,16.66666667,500,400,Red,Red,TRUE,0,FALSE,R,TRUE,1320
,,,,,,,,,,,html-keyboard-response,124,209114,0.0-6.0-2.23,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,125,209616,0.0-6.0-0.24,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,126,211364,0.0-6.0-1.24,1243,,b,response,key,b,16.5890411,500,400,Blue,Red,FALSE,0,FALSE,B,TRUE,1243
,,,,,,,,,,,html-keyboard-response,127,211865,0.0-6.0-2.24,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,128,212367,0.0-6.0-0.25,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,129,213631,0.0-6.0-1.25,754,,r,response,key,r,16.65909091,500,400,Red,Red,TRUE,0,FALSE,R,TRUE,754
,,,,,,,,,,,html-keyboard-response,130,214133,0.0-6.0-2.25,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,131,214635,0.0-6.0-0.26,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,132,215970,0.0-6.0-1.26,829,,b,response,key,b,16.52083333,500,400,Blue,Blue,TRUE,200,TRUE,B,TRUE,629
,,,,,,,,,,,html-keyboard-response,133,216472,0.0-6.0-2.26,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,134,216974,0.0-6.0-0.27,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,135,218532,0.0-6.0-1.27,1051,,y,response,key,y,16.67741935,500,400,Yellow,Yellow,TRUE,200,TRUE,Y,TRUE,851
,,,,,,,,,,,html-keyboard-response,136,219034,0.0-6.0-2.27,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,137,219536,0.0-6.0-0.28,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,138,221312,0.0-6.0-1.28,1268,,g,response,key,g,16.61333333,500,400,Green,Red,FALSE,200,TRUE,G,TRUE,1068
,,,,,,,,,,,html-keyboard-response,139,221815,0.0-6.0-2.28,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,140,222316,0.0-6.0-0.29,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,141,224018,0.0-6.0-1.29,1196,,y,response,key,y,16.65714286,500,400,Yellow,Blue,FALSE,0,FALSE,Y,TRUE,1196
,,,,,,,,,,,html-keyboard-response,142,224520,0.0-6.0-2.29,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,143,225022,0.0-6.0-0.30,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,144,226513,0.0-6.0-1.30,986,,r,response,key,r,16.55172414,500,400,Red,Red,TRUE,200,TRUE,R,TRUE,786
,,,,,,,,,,,html-keyboard-response,145,227014,0.0-6.0-2.30,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,146,227516,0.0-6.0-0.31,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,147,229059,0.0-6.0-1.31,1038,,r,response,key,r,16.67213115,500,400,Red,Red,TRUE,200,TRUE,R,TRUE,838
,,,,,,,,,,,html-keyboard-response,148,229560,0.0-6.0-2.31,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,149,230061,0.0-6.0-0.32,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,150,231620,0.0-6.0-1.32,1053,,g,response,key,g,16.58064516,500,400,Green,Green,TRUE,0,FALSE,G,TRUE,1053
,,,,,,,,,,,html-keyboard-response,151,232122,0.0-6.0-2.32,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,152,232624,0.0-6.0-0.33,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,153,234013,0.0-6.0-1.33,880,,r,response,key,r,16.67307692,500,400,Red,Blue,FALSE,0,FALSE,R,TRUE,880
,,,,,,,,,,,html-keyboard-response,154,234517,0.0-6.0-2.33,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,155,235019,0.0-6.0-0.34,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,156,236354,0.0-6.0-1.34,831,,g,response,key,g,16.53061224,500,400,Green,Green,TRUE,0,FALSE,G,TRUE,831
,,,,,,,,,,,html-keyboard-response,157,236856,0.0-6.0-2.34,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,158,237360,0.0-6.0-0.35,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,159,239705,0.0-6.0-1.35,1839,,b,response,key,b,16.66972477,500,400,Blue,Red,FALSE,200,TRUE,B,TRUE,1639
,,,,,,,,,,,html-keyboard-response,160,240207,0.0-6.0-2.35,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,161,240708,0.0-6.0-0.36,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,162,242040,0.0-6.0-1.36,823,,y,response,key,y,16.66666667,500,400,Yellow,Yellow,TRUE,200,TRUE,Y,TRUE,623
,,,,,,,,,,,html-keyboard-response,163,242541,0.0-6.0-2.36,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,164,243043,0.0-6.0-0.37,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,165,244442,0.0-6.0-1.37,894,,r,response,key,r,16.67307692,500,400,Red,Red,TRUE,0,FALSE,R,TRUE,894
,,,,,,,,,,,html-keyboard-response,166,244944,0.0-6.0-2.37,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,167,245446,0.0-6.0-0.38,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,168,247333,0.0-6.0-1.38,1382,,g,response,key,g,16.57317073,500,400,Green,Red,FALSE,200,TRUE,G,TRUE,1182
,,,,,,,,,,,html-keyboard-response,169,247834,0.0-6.0-2.38,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,170,248336,0.0-6.0-0.39,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,171,250008,0.0-6.0-1.39,1167,,g,response,key,g,16.66666667,500,400,Green,Red,FALSE,200,TRUE,G,TRUE,967
,,,,,,,,,,,html-keyboard-response,172,250510,0.0-6.0-2.39,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,173,251011,0.0-6.0-0.40,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,174,253166,0.0-6.0-1.40,1650,,y,response,key,y,16.65306122,500,400,Yellow,Blue,FALSE,0,FALSE,Y,TRUE,1650
,,,,,,,,,,,html-keyboard-response,175,253667,0.0-6.0-2.40,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,176,254168,0.0-6.0-0.41,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,177,255619,0.0-6.0-1.41,939,,b,response,key,b,16.65454545,500,400,Blue,Blue,TRUE,200,TRUE,B,TRUE,739
,,,,,,,,,,,html-keyboard-response,178,256121,0.0-6.0-2.41,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,179,256623,0.0-6.0-0.42,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,180,258492,0.0-6.0-1.42,1363,,r,response,key,r,16.6625,500,400,Red,Red,TRUE,200,TRUE,R,TRUE,1163
,,,,,,,,,,,html-keyboard-response,181,258994,0.0-6.0-2.42,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,182,259495,0.0-6.0-0.43,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,183,261526,0.0-6.0-1.43,1524,,r,response,key,r,16.63333333,500,400,Red,Yellow,FALSE,200,TRUE,R,TRUE,1324
,,,,,,,,,,,html-keyboard-response,184,262028,0.0-6.0-2.43,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,185,262529,0.0-6.0-0.44,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,186,264379,0.0-6.0-1.44,1345,,y,response,key,y,16.65822785,500,400,Yellow,Red,FALSE,0,FALSE,Y,TRUE,1345
,,,,,,,,,,,html-keyboard-response,187,264881,0.0-6.0-2.44,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,188,265383,0.0-6.0-0.45,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,189,267593,0.0-6.0-1.45,1705,,b,response,key,b,16.61386139,500,400,Blue,Blue,TRUE,0,FALSE,B,TRUE,1705
,,,,,,,,,,,html-keyboard-response,190,268094,0.0-6.0-2.45,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,191,268596,0.0-6.0-0.46,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,192,270017,0.0-6.0-1.46,911,,y,response,key,y,16.66037736,500,400,Yellow,Blue,FALSE,0,FALSE,Y,TRUE,911
,,,,,,,,,,,html-keyboard-response,193,270518,0.0-6.0-2.46,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,194,271020,0.0-6.0-0.47,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,195,272896,0.0-6.0-1.47,1370,,b,response,key,b,16.58024691,500,400,Blue,Green,FALSE,200,TRUE,B,TRUE,1170
,,,,,,,,,,,html-keyboard-response,196,273398,0.0-6.0-2.47,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,197,273900,0.0-6.0-0.48,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,198,275351,0.0-6.0-1.48,944,,b,response,key,b,16.65454545,500,400,Blue,Blue,TRUE,200,TRUE,B,TRUE,744
,,,,,,,,,,,html-keyboard-response,199,275853,0.0-6.0-2.48,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,200,276355,0.0-6.0-0.49,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,201,277627,0.0-6.0-1.49,767,,y,response,key,y,16.55555556,500,400,Yellow,Yellow,TRUE,0,FALSE,Y,TRUE,767
,,,,,,,,,,,html-keyboard-response,202,278129,0.0-6.0-2.49,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,203,278631,0.0-6.0-0.50,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,204,280142,0.0-6.0-1.50,1006,,g,response,key,g,16.66101695,500,400,Green,Yellow,FALSE,0,FALSE,G,TRUE,1006
,,,,,,,,,,,html-keyboard-response,205,280644,0.0-6.0-2.50,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,206,281146,0.0-6.0-0.51,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,207,282478,0.0-6.0-1.51,820,,g,response,key,g,16.45833333,500,400,Green,Green,TRUE,0,FALSE,G,TRUE,820
,,,,,,,,,,,html-keyboard-response,208,282980,0.0-6.0-2.51,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,209,283482,0.0-6.0-0.52,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,210,285484,0.0-6.0-1.52,1497,,r,response,key,r,16.65909091,500,400,Red,Yellow,FALSE,200,TRUE,R,TRUE,1297
,,,,,,,,,,,html-keyboard-response,211,285986,0.0-6.0-2.52,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,212,286487,0.0-6.0-0.53,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,213,288586,0.0-6.0-1.53,1593,,g,response,key,g,16.57894737,500,400,Green,Red,FALSE,200,TRUE,G,TRUE,1393
,,,,,,,,,,,html-keyboard-response,214,289088,0.0-6.0-2.53,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,215,289589,0.0-6.0-0.54,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,216,291497,0.0-6.0-1.54,1404,,g,response,key,g,16.68292683,500,400,Green,Green,TRUE,200,TRUE,G,TRUE,1204
,,,,,,,,,,,html-keyboard-response,217,291998,0.0-6.0-2.54,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,218,292500,0.0-6.0-0.55,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,219,294161,0.0-6.0-1.55,1155,,b,response,key,b,16.64705882,500,400,Blue,Blue,TRUE,200,TRUE,B,TRUE,955
,,,,,,,,,,,html-keyboard-response,220,294662,0.0-6.0-2.55,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,221,295164,0.0-6.0-0.56,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,222,296695,0.0-6.0-1.56,1022,,r,response,key,r,16.66666667,500,400,Red,Yellow,FALSE,200,TRUE,R,TRUE,822
,,,,,,,,,,,html-keyboard-response,223,297197,0.0-6.0-2.56,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,224,297698,0.0-6.0-0.57,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,225,299643,0.0-6.0-1.57,1440,,g,response,key,g,16.65882353,500,400,Green,Red,FALSE,200,TRUE,G,TRUE,1240
,,,,,,,,,,,html-keyboard-response,226,300146,0.0-6.0-2.57,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,227,300647,0.0-6.0-0.58,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,228,302383,0.0-6.0-1.58,1230,,y,response,key,y,16.56164384,500,400,Yellow,Red,FALSE,0,FALSE,Y,TRUE,1230
,,,,,,,,,,,html-keyboard-response,229,302885,0.0-6.0-2.58,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,230,303386,0.0-6.0-0.59,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,231,304746,0.0-6.0-1.59,856,,y,response,key,y,16.66,500,400,Yellow,Yellow,TRUE,200,TRUE,Y,TRUE,656
,,,,,,,,,,,html-keyboard-response,232,305248,0.0-6.0-2.59,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,233,305750,0.0-6.0-0.60,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,234,307414,0.0-6.0-1.60,1159,,y,response,key,y,16.57352941,500,400,Yellow,Red,FALSE,200,TRUE,Y,TRUE,959
,,,,,,,,,,,html-keyboard-response,235,307915,0.0-6.0-2.60,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,236,308417,0.0-6.0-0.61,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,237,309794,0.0-6.0-1.61,870,,r,response,key,r,16.66,500,400,Red,Red,TRUE,0,FALSE,R,TRUE,870
,,,,,,,,,,,html-keyboard-response,238,310297,0.0-6.0-2.61,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,239,310799,0.0-6.0-0.62,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,240,312436,0.0-6.0-1.62,1131,,g,response,key,g,16.58208955,500,400,Green,Blue,FALSE,0,FALSE,G,TRUE,1131
,,,,,,,,,,,html-keyboard-response,241,312938,0.0-6.0-2.62,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,242,313439,0.0-6.0-0.63,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,243,315967,0.0-6.0-1.63,2023,,r,response,key,r,16.65833333,500,400,Red,Red,TRUE,200,TRUE,R,TRUE,1823
,,,,,,,,,,,html-keyboard-response,244,316469,0.0-6.0-2.63,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,245,316970,0.0-6.0-0.64,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,246,318469,0.0-6.0-1.64,994,,y,response,key,y,16.53448276,500,400,Yellow,Yellow,TRUE,200,TRUE,Y,TRUE,794
,,,,,,,,,,,html-keyboard-response,247,318971,0.0-6.0-2.64,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,248,319472,0.0-6.0-0.65,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
,,,,,,,,,,,psychophysics,249,321024,0.0-6.0-1.65,1042,,g,response,key,g,16.6557377,500,400,Green,Green,TRUE,0,FALSE,G,TRUE,1042
,,,,,,,,,,,html-keyboard-response,250,321527,0.0-6.0-2.65,null,"<p style=""font-size:60pt"">Correct</p>",null,,,,,,,,,,,,,,
,,,,,,,,,,,html-keyboard-response,251,322028,0.0-6.0-0.66,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,,,,,,,,,,,
