"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","task","response_type","key_press","avg_frame_time","center_x","center_y","color","text","is_congruent","duration","is_soa","correct_response","is_correct","reaction_time"
"","","","","","","","","","","","html-keyboard-response","184","195463","0.0-5.0-0.44","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","185","197180","0.0-5.0-1.44","1208","","b","response","key","b","33.285714285714285","500","400","Blue","Red","false","0","false","B","true","1208"
"","","","","","","","","","","","html-keyboard-response","186","197683","0.0-5.0-2.44","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","187","198185","0.0-5.0-0.45","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","188","199773","0.0-5.0-1.45","1078","","b","response","key","b","33.3125","500","400","Blue","Blue","true","0","false","B","true","1078"
"","","","","","","","","","","","html-keyboard-response","189","200277","0.0-5.0-2.45","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","190","200780","0.0-5.0-0.46","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","191","202374","0.0-5.0-1.46","1080","","r","response","key","r","33.3125","500","400","Red","Red","true","0","false","R","true","1080"
"","","","","","","","","","","","html-keyboard-response","192","202876","0.0-5.0-2.46","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","193","203379","0.0-5.0-0.47","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","194","204951","0.0-5.0-1.47","1061","","y","response","key","y","33.32258064516129","500","400","Yellow","Blue","false","200","true","Y","true","861"
"","","","","","","","","","","","html-keyboard-response","195","205453","0.0-5.0-2.47","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","196","205955","0.0-5.0-0.48","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","197","207641","0.0-5.0-1.48","1175","","b","response","key","b","33.34285714285714","500","400","Blue","Blue","true","200","true","B","true","975"
"","","","","","","","","","","","html-keyboard-response","198","208144","0.0-5.0-2.48","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","199","208647","0.0-5.0-0.49","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","200","210157","0.0-5.0-1.49","998","","r","response","key","r","35.107142857142854","500","400","Red","Red","true","200","true","R","true","798"
"","","","","","","","","","","","html-keyboard-response","201","210661","0.0-5.0-2.49","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","202","211163","0.0-5.0-0.50","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","203","212959","0.0-5.0-1.50","1286","","g","response","key","g","33.31578947368421","500","400","Green","Blue","false","0","false","G","true","1286"
"","","","","","","","","","","","html-keyboard-response","204","213462","0.0-5.0-2.50","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","205","213964","0.0-5.0-0.51","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","206","215440","0.0-5.0-1.51","966","","y","response","key","y","33.285714285714285","500","400","Yellow","Yellow","true","0","false","Y","true","966"
"","","","","","","","","","","","html-keyboard-response","207","215941","0.0-5.0-2.51","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","208","216443","0.0-5.0-0.52","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","209","218091","0.0-5.0-1.52","1138","","g","response","key","g","33.333333333333336","500","400","Green","Green","true","0","false","G","true","1138"
"","","","","","","","","","","","html-keyboard-response","210","218594","0.0-5.0-2.52","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","211","219096","0.0-5.0-0.53","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","212","220464","0.0-5.0-1.53","858","","g","response","key","g","33.28","500","400","Green","Green","true","0","false","G","true","858"
"","","","","","","","","","","","html-keyboard-response","213","220967","0.0-5.0-2.53","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","214","221469","0.0-5.0-0.54","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","215","222879","0.0-5.0-1.54","902","","b","response","key","b","33.34615384615385","500","400","Blue","Blue","true","0","false","B","true","902"
"","","","","","","","","","","","html-keyboard-response","216","223381","0.0-5.0-2.54","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","217","223883","0.0-5.0-0.55","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","218","225193","0.0-5.0-1.55","800","","y","response","key","y","43.44444444444444","500","400","Yellow","Green","false","200","true","Y","true","600"
"","","","","","","","","","","","html-keyboard-response","219","225695","0.0-5.0-2.55","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","220","226198","0.0-5.0-0.56","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","221","227506","0.0-5.0-1.56","798","","b","response","key","b","33.26086956521739","500","400","Blue","Green","false","200","true","B","true","598"
"","","","","","","","","","","","html-keyboard-response","222","228009","0.0-5.0-2.56","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","223","228511","0.0-5.0-0.57","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","224","229694","0.0-5.0-1.57","674","","b","response","key","b","33.31578947368421","500","400","Blue","Blue","true","0","false","B","true","674"
"","","","","","","","","","","","html-keyboard-response","225","230197","0.0-5.0-2.57","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","226","230699","0.0-5.0-0.58","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","227","232174","0.0-5.0-1.58","965","","r","response","key","r","33.285714285714285","500","400","Red","Green","false","200","true","R","true","765"
"","","","","","","","","","","","html-keyboard-response","228","232676","0.0-5.0-2.58","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","229","233178","0.0-5.0-0.59","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","230","234678","0.0-5.0-1.59","995","","y","response","key","y","33.37931034482759","500","400","Yellow","Green","false","0","false","Y","true","995"
"","","","","","","","","","","","html-keyboard-response","231","235179","0.0-5.0-2.59","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","232","235682","0.0-5.0-0.60","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","233","236982","0.0-5.0-1.60","792","","y","response","key","y","33.30434782608695","500","400","Yellow","Blue","false","200","true","Y","true","592"
"","","","","","","","","","","","html-keyboard-response","234","237485","0.0-5.0-2.60","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","235","237988","0.0-5.0-0.61","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","236","239446","0.0-5.0-1.61","949","","b","response","key","b","33.357142857142854","500","400","Blue","Blue","true","200","true","B","true","749"
"","","","","","","","","","","","html-keyboard-response","237","240198","0.0-5.0-2.61","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","238","240702","0.0-5.0-0.62","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","239","242334","0.0-5.0-1.62","1118","","r","response","key","r","33.3125","500","400","Red","Red","true","200","true","R","true","918"
"","","","","","","","","","","","html-keyboard-response","240","242837","0.0-5.0-2.62","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","241","243340","0.0-5.0-0.63","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","242","244797","0.0-5.0-1.63","947","","r","response","key","r","33.2962962962963","500","400","Red","Red","true","0","false","R","true","947"
"","","","","","","","","","","","html-keyboard-response","243","245299","0.0-5.0-2.63","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","244","245802","0.0-5.0-0.64","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","245","247300","0.0-5.0-1.64","987","","y","response","key","y","33.310344827586206","500","400","Yellow","Red","false","0","false","Y","true","987"
"","","","","","","","","","","","html-keyboard-response","246","247802","0.0-5.0-2.64","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","247","248305","0.0-5.0-0.65","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","248","249664","0.0-5.0-1.65","849","","b","response","key","b","33.32","500","400","Blue","Blue","true","200","true","B","true","649"
"","","","","","","","","","","","html-keyboard-response","249","250166","0.0-5.0-2.65","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","250","250669","0.0-5.0-0.66","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","251","252137","0.0-5.0-1.66","959","","r","response","key","r","33.32142857142857","500","400","Red","Blue","false","200","true","R","true","759"
"","","","","","","","","","","","html-keyboard-response","252","252639","0.0-5.0-2.66","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","253","253141","0.0-5.0-0.67","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","254","254582","0.0-5.0-1.67","931","","y","response","key","y","37.5","500","400","Yellow","Yellow","true","200","true","Y","true","731"
"","","","","","","","","","","","html-keyboard-response","255","255085","0.0-5.0-2.67","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","256","255586","0.0-5.0-0.68","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","257","257255","0.0-5.0-1.68","1159","","r","response","key","r","33.3235294117647","500","400","Red","Blue","false","0","false","R","true","1159"
"","","","","","","","","","","","html-keyboard-response","258","257757","0.0-5.0-2.68","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","259","258259","0.0-5.0-0.69","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","260","260062","0.0-5.0-1.69","1296","","y","response","key","y","33.31578947368421","500","400","Yellow","Red","false","200","true","Y","true","1096"
"","","","","","","","","","","","html-keyboard-response","261","260565","0.0-5.0-2.69","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","262","261067","0.0-5.0-0.70","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","263","262646","0.0-5.0-1.70","1069","","g","response","key","g","33.29032258064516","500","400","Green","Green","true","200","true","G","true","869"
"","","","","","","","","","","","html-keyboard-response","264","263148","0.0-5.0-2.70","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","265","263651","0.0-5.0-0.71","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","266","265098","0.0-5.0-1.71","941","","y","response","key","y","33.370370370370374","500","400","Yellow","Yellow","true","0","false","Y","true","941"
"","","","","","","","","","","","html-keyboard-response","267","265600","0.0-5.0-2.71","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","268","266102","0.0-5.0-0.72","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","269","267696","0.0-5.0-1.72","1085","","b","response","key","b","33.375","500","400","Blue","Blue","true","0","false","B","true","1085"
"","","","","","","","","","","","html-keyboard-response","270","268199","0.0-5.0-2.72","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","271","268701","0.0-5.0-0.73","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","272","271096","0.0-5.0-1.73","1886","","b","response","key","b","33.32142857142857","500","400","Blue","Green","false","0","false","B","true","1886"
"","","","","","","","","","","","html-keyboard-response","273","271600","0.0-5.0-2.73","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","274","272103","0.0-5.0-0.74","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","275","273959","0.0-5.0-1.74","1342","","b","response","key","b","33.30769230769231","500","400","Blue","Red","false","200","true","B","true","1142"
"","","","","","","","","","","","html-keyboard-response","276","274461","0.0-5.0-2.74","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","277","274964","0.0-5.0-0.75","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","278","276786","0.0-5.0-1.75","1312","","g","response","key","g","33.30769230769231","500","400","Green","Red","false","0","false","G","true","1312"
"","","","","","","","","","","","html-keyboard-response","279","277290","0.0-5.0-2.75","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","280","277793","0.0-5.0-0.76","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","281","279460","0.0-5.0-1.76","1040","","y","response","key","y","33.36666666666667","500","400","Yellow","Yellow","true","0","false","Y","true","1040"
"","","","","","","","","","","","html-keyboard-response","282","279963","0.0-5.0-2.76","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","283","280465","0.0-5.0-0.77","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","284","282039","0.0-5.0-1.77","1063","","y","response","key","y","33.32258064516129","500","400","Yellow","Yellow","true","200","true","Y","true","863"
"","","","","","","","","","","","html-keyboard-response","285","282541","0.0-5.0-2.77","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","286","283043","0.0-5.0-0.78","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","287","284814","0.0-5.0-1.78","1262","","b","response","key","b","37.36363636363637","500","400","Blue","Yellow","false","0","false","B","true","1262"
"","","","","","","","","","","","html-keyboard-response","288","285317","0.0-5.0-2.78","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","289","285819","0.0-5.0-0.79","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","","","","",""
"","","","","","","","","","","","psychophysics","290","287572","0.0-5.0-1.79","1243","","b","response","key","b","33.32432432432432","500","400","Blue","Yellow","false","200","true","B","true","1043"
"","","","","","","","","","","","html-keyboard-response","291","288077","0.0-5.0-2.79","null","<p style=""font-size:60pt"">Correct</p>","null","","","","","","","","","","","","","",""
